account_id,date,total_number_of_orders,avg_person_money,total_money
62ef6c501505f8c1cf2dbe0b,-9,1,20000,20000
62d8e02f1505f84bf0551bc7,-28,1,20000,20000
62e17d2b1505f86c9bbd434c,-1,24,111854.1667,2684500
62d8e00a1505f84bf0551baf,-29,1,20000,20000
62da52d61505f8a5fb0eebd5,-31,1,20000,20000
62dc39371505f82107f16716,-28,1,20000,20000
62dd15ce1505f82107f1c9d0,-12,1,20000,20000
62d83ede1505f84bf054ea5f,-4,2,109000,218000
62d9fb0c1505f8a5fb0eba55,-19,3,29833.33333,89500
62e7fbcf1505f8c1cf2a8b8a,-17,2,20000,40000
62f2446b1505f8c1cf2edd1f,-4,4,59500,238000
62f0e7ee1505f8c1cf2e5ebe,-13,1,20000,20000
62e2a0f01505f86c9bbe3e88,-18,1,20000,20000
62d90e9d1505f8a5fb0e4444,-29,1,20000,20000
62ea2bc21505f8c1cf2b86f6,-19,1,20000,20000
62f1ec591505f8c1cf2eae14,-4,2,20000,40000
62ffb6ce1505f8fb5aa536ac,-2,1,20000,20000
62e3ce6f1505f86c9bbf17de,-24,1,20000,20000
62e21bc81505f86c9bbda0fa,-25,1,20000,20000
62dabe351505f8a5fb0f2c1b,-30,1,20000,20000
62ff40741505f8fb5aa50f9e,-1,1,99000,99000
62e7c98c1505f8c1cf2a6408,-17,1,20000,20000
62fae09c1505f8cc71ca8abf,-5,1,20000,20000
62ee66e41505f8c1cf2d59ac,-6,22,20000,440000
62fb9c671505f824c3d17ae8,-3,1,20000,20000
62db778c1505f82107f0f8c6,-28,7,56714.28571,397000
62f475dc1505f8c1cf2fb401,-6,1,20000,20000
62e281241505f86c9bbe110c,-4,1,20000,20000
62d912151505f8a5fb0e47bd,-15,2,123750,247500
6300c5be1505f8fb5aa58299,-2,1,20000,20000
62ded3b51505f82107f2a26f,-27,1,20000,20000
62e005cd1505f82107f34de3,-27,1,20000,20000
62de1b8d1505f82107f234fe,-25,3,29833.33333,89500
62dba1c91505f82107f10e49,-3,5,188100,940500
62d8c2051505f84bf0550a91,-31,1,20000,20000
62df66861505f82107f2cbfa,-25,1,20000,20000
62df82061505f82107f2e202,-6,1,20000,20000
62da99da1505f8a5fb0f1629,-30,1,20000,20000
62dd79841505f82107f20619,-22,1,20000,20000
62d8e47c1505f84bf0551e51,-32,1,20000,20000
62dd3b091505f82107f1e2e7,-17,9,52888.88889,476000
62f8862d1505f8cc71c9e201,-2,4,27375,109500
63013f131505f8fb5aa5a759,-1,1,20000,20000
62e2495c1505f86c9bbdd24e,-18,1,49500,49500
62e105541505f86c9bbcc57a,-19,1,20000,20000
62f48d381505f8c1cf2fc151,-11,1,20000,20000
62e128df1505f86c9bbcea88,-3,3,46333.33333,139000
62d91b531505f8a5fb0e4fef,-17,2,59500,119000
630082211505f8fb5aa568de,-2,1,20000,20000
62d91da51505f8a5fb0e51cc,-26,3,66000,198000
62e55ce51505f85c7c7b3895,-22,1,20000,20000
62d9081c1505f8a5fb0e3c40,-32,1,20000,20000
62e5375f1505f85c7c7b1120,-22,1,20000,20000
62f282051505f8c1cf2f040b,-10,1,20000,20000
62e0b4281505f86c9bbc8751,-26,1,20000,20000
62d9080e1505f8a5fb0e3c2a,-6,3,20000,60000
62de6d3d1505f82107f2629c,-20,1,20000,20000
62dcc8b41505f82107f1983c,-29,1,20000,20000
62e3a5571505f86c9bbef2c5,-11,2,20000,40000
62e639441505f85c7c7bcd37,-16,7,130142.8571,911000
62d905531505f8a5fb0e371d,-32,1,20000,20000
62e148d41505f86c9bbd1738,-26,1,20000,20000
62e275f81505f86c9bbe02b7,-19,1,20000,20000
62dd4b161505f82107f1ed7b,-27,1,20000,20000
62e116571505f86c9bbcd4d1,-11,2,198000,396000
62e1335a1505f86c9bbcf87b,-10,1,20000,20000
62dd3a5e1505f82107f1e260,-28,1,20000,20000
62f24b151505f8c1cf2ee0d3,-12,4,71875,287500
62e09c741505f87948c245b3,-22,1,20000,20000
62f13dc31505f8c1cf2e7e7e,-13,1,20000,20000
62e27d031505f86c9bbe0b84,-23,1,20000,20000
62e3d4781505f86c9bbf1ea2,-21,1,20000,20000
62ee6f6c1505f8c1cf2d5f37,-15,1,20000,20000
62dd41491505f82107f1e6c6,-15,12,112250,1347000
62e8a70c1505f8c1cf2ac521,-11,1,20000,20000
62d909121505f8a5fb0e3dd0,-32,1,20000,20000
62da80381505f8a5fb0f04e1,-31,1,20000,20000
62df4ed71505f82107f2bc72,-11,4,104000,416000
62f873ba1505f8cc71c9d92b,-6,1,20000,20000
62e029bf1505f87948c22795,-17,4,27375,109500
62da8c611505f8a5fb0f0c71,-17,2,20000,40000
62e7d96a1505f8c1cf2a72c3,-18,1,20000,20000
62da05101505f8a5fb0ebfc7,-26,1,20000,20000
62d908b81505f8a5fb0e3d40,-28,1,20000,20000
62e155971505f86c9bbd277d,-11,3,99000,297000
62e37aed1505f86c9bbecc50,-24,1,20000,20000
62dfe2cf1505f82107f32b2b,-25,1,20000,20000
62e37c241505f86c9bbecd79,-5,10,37800,378000
62df08131505f82107f2a832,-20,1,20000,20000
62d91b501505f8a5fb0e4fed,-32,1,20000,20000
62dbfc471505f82107f14651,-30,1,20000,20000
62da4b611505f8a5fb0ee854,-2,10,46650,466500
62da86d51505f8a5fb0f08f6,-2,1,49500,49500
62dad50d1505f8a5fb0f3517,-5,1,20000,20000
62f7637e1505f8cc71c9837c,-6,2,20000,40000
62da65121505f8a5fb0ef5fa,-30,1,20000,20000
62f862b91505f8cc71c9d0f8,-8,1,20000,20000
62da50b11505f8a5fb0eead3,-12,1,20000,20000
62db89361505f82107f102e2,-14,6,138666.6667,832000
62fa20a61505f8cc71ca62a3,-3,1,20000,20000
62f640901505f8cc71c92cba,-1,2,34750,69500
62d90a771505f8a5fb0e3fd2,-12,8,23687.5,189500
62f901fe1505f8cc71ca1810,-8,1,20000,20000
62df91381505f82107f2ed29,-3,1,20000,20000
62e2845f1505f86c9bbe1587,-10,1,20000,20000
62da19771505f8a5fb0ecb7a,-30,1,20000,20000
62dd07a81505f82107f1c09c,-2,4,59500,238000
62e004d21505f82107f34cee,-27,1,20000,20000
62d8e8c31505f84bf055205e,-32,1,20000,20000
62dc25661505f82107f160eb,-29,1,20000,20000
62f4afff1505f8c1cf2fd43a,-11,1,20000,20000
62d957a21505f8a5fb0e8420,-11,1,20000,20000
62e089e61505f87948c239b4,-14,9,354222.2222,3188000
62e28cc01505f86c9bbe21aa,-25,1,20000,20000
62fdac631505f8fb5aa4c837,-4,1,20000,20000
62e0c77f1505f86c9bbc96c8,-1,1,20000,20000
62db95d21505f82107f108d1,-30,1,49500,49500
62dac6cd1505f8a5fb0f301d,-30,1,20000,20000
62e166911505f86c9bbd37ab,-22,1,20000,20000
62e1c4ad1505f86c9bbd4f39,-23,1,20000,20000
62fe7cea1505f8fb5aa4f231,-3,1,20000,20000
62ec8b881505f8c1cf2c928a,-11,2,59500,119000
62eb13121505f8c1cf2bedff,-18,1,20000,20000
62e521e01505f85c7c7af27b,-21,1,20000,20000
62ec72b31505f8c1cf2c8646,-17,1,20000,20000
62d8a44c1505f84bf054fb63,-31,1,49500,49500
62ef3ecf1505f8c1cf2da343,-14,1,20000,20000
62d887eb1505f84bf054f0a1,-5,5,87200,436000
62dcdfd31505f82107f1a7c9,-29,1,20000,20000
62d9573c1505f8a5fb0e83b8,-30,1,20000,20000
62db7bd01505f82107f0fb4a,-6,1,20000,20000
62dd61a81505f82107f1fc03,-28,4,39750,159000
62e7d7ab1505f8c1cf2a7151,-21,1,20000,20000
62de421d1505f82107f24b3e,-28,1,20000,20000
62ec96271505f8c1cf2c98b0,-17,1,20000,20000
62e0ebb31505f86c9bbcb1f8,-26,1,20000,20000
62d939f71505f8a5fb0e6924,-1,8,23687.5,189500
62e129191505f86c9bbceac9,-18,9,66111.11111,595000
62e2a2f41505f86c9bbe4133,-17,1,20000,20000
62e5e2d71505f85c7c7b69e4,-22,1,20000,20000
62e9b6e51505f8c1cf2b49d8,-6,14,63035.71429,882500
62dab5f81505f8a5fb0f2809,-31,1,20000,20000
62deb08f1505f82107f29308,-28,1,20000,20000
62dcb4a01505f82107f18955,-28,1,20000,20000
62d894a41505f84bf054f47d,-31,1,20000,20000
62d90be41505f8a5fb0e4185,-32,1,20000,20000
62d950ad1505f8a5fb0e7d22,-17,2,20000,40000
62e08d591505f87948c23b8e,-9,1,20000,20000
62d9558b1505f8a5fb0e8208,-30,1,20000,20000
62d9f6e81505f8a5fb0eb83b,-11,3,46333.33333,139000
62d909f91505f8a5fb0e3f32,-32,1,20000,20000
62e548bf1505f85c7c7b27ef,-20,1,20000,20000
62d98c5a1505f8a5fb0ea33e,-21,1,20000,20000
62e499d51505f85c7c7a664c,-22,1,20000,20000
62e162d91505f86c9bbd3499,-25,2,20000,40000
62e4d9b01505f85c7c7aa870,-11,11,91909.09091,1011000
62e548b31505f85c7c7b27e0,-8,2,59500,119000
62ec52f21505f8c1cf2c7ca7,-4,1,20000,20000
62db71171505f82107f0f474,-4,8,42250,338000
62f234b01505f8c1cf2ed496,-8,2,20000,40000
62f66c2c1505f8cc71c9423a,-10,1,20000,20000
62d9091f1505f8a5fb0e3de5,-32,1,20000,20000
62e2a8f91505f86c9bbe4817,-23,1,20000,20000
62d97b541505f8a5fb0e9dc6,-31,1,20000,20000
62dba1f11505f82107f10e5a,-3,5,93100,465500
62d8c6181505f84bf0550d09,-30,1,20000,20000
62dfc3c91505f82107f31245,-19,1,49500,49500
62e000851505f82107f34915,-26,1,20000,20000
62f920c81505f8cc71ca235d,-4,4,59500,238000
62dd14441505f82107f1c8d3,-9,4,39750,159000
62e6e3a71505f85c7c7c4889,-18,1,20000,20000
62f4bece1505f8c1cf2fdc5c,-11,5,20000,100000
62e0e73d1505f86c9bbcaed6,-22,2,59500,119000
62db0f141505f82107f0d2e9,-30,1,20000,20000
62e633e81505f85c7c7bc774,-8,11,252954.5455,2782500
62d994a21505f8a5fb0ea594,-16,18,154583.3333,2782500
62fb13251505f824c3d14d6e,-2,1,198000,198000
62ed48ad1505f8c1cf2cf1cd,-14,4,47125,188500
62d9e7711505f8a5fb0eb181,-29,1,20000,20000
62e5f0b51505f85c7c7b7923,-17,1,20000,20000
62e456ed1505f85c7c7a408e,-22,1,20000,20000
62efc3791505f8c1cf2defa6,-12,2,20000,40000
62f518a81505f8c1cf300b89,-8,5,73300,366500
62e47da71505f85c7c7a4eac,-20,1,20000,20000
62d923f61505f8a5fb0e568d,-1,13,76230.76923,991000
62f858d71505f8cc71c9cc83,-6,3,29833.33333,89500
62e7f0241505f8c1cf2a8523,-18,4,64500,258000
62dc471c1505f82107f169a1,-14,2,20000,40000
62d8d0d81505f84bf0551319,-28,3,29833.33333,89500
62fc446e1505f80c8080ca51,-3,1,20000,20000
62da04301505f8a5fb0ebf44,-31,1,20000,20000
62e0cf451505f86c9bbc9d24,-25,1,20000,20000
62e51c061505f85c7c7aeaf7,-23,1,20000,20000
62dc8cd51505f82107f17334,-27,2,20000,40000
62dd12b11505f82107f1c7b8,-10,1,20000,20000
62e27be61505f86c9bbe0a25,-9,4,27375,109500
62dc44851505f82107f1694c,-22,3,79333.33333,238000
62e70bf31505f85c7c7c4e41,-19,1,20000,20000
62ff20101505f8fb5aa5077e,-3,1,20000,20000
62d8ce081505f84bf0551161,-18,2,20000,40000
62eb45331505f8c1cf2c105d,-18,1,49500,49500
62d90fce1505f8a5fb0e4599,-26,1,20000,20000
62f850251505f8cc71c9c8e3,-8,1,20000,20000
62e1e4a81505f86c9bbd636f,-24,1,198000,198000
62d92e261505f8a5fb0e5f87,-32,1,20000,20000
62e7a6401505f8c1cf2a486d,-21,1,20000,20000
62db3d831505f82107f0da09,-15,1,20000,20000
62d817dd1505f84bf054e013,-29,1,198000,198000
62e001e51505f82107f34a56,-24,1,20000,20000
62e69e221505f85c7c7c30fe,-17,2,20000,40000
62e2c5c91505f86c9bbe5c51,-16,1,20000,20000
62dbb4aa1505f82107f118b0,-30,1,20000,20000
62d992eb1505f8a5fb0ea538,-31,1,20000,20000
62d8f70f1505f84bf0552679,-10,2,20000,40000
62e0c47b1505f86c9bbc9471,-7,1,49500,49500
62eeae191505f8c1cf2d78e9,-13,1,20000,20000
62d8fed21505f84bf0552a34,-2,2,59500,119000
62e3654c1505f86c9bbeb333,-24,1,20000,20000
62da21301505f8a5fb0ecfe1,-27,1,20000,20000
62dca7671505f82107f180b3,-4,1,20000,20000
62da2e811505f8a5fb0ed7dc,-30,1,20000,20000
62d819741505f84bf054e0a1,-32,1,20000,20000
62eb09a01505f8c1cf2be771,-7,1,20000,20000
62dbdd6a1505f82107f12fe8,-30,1,20000,20000
62d818401505f84bf054e034,-10,4,20000,80000
62d914291505f8a5fb0e49bf,-5,6,109000,654000
62ebb3de1505f8c1cf2c4e04,-18,1,20000,20000
62d920f61505f8a5fb0e5457,-5,8,70562.5,564500
62e2313c1505f86c9bbdb939,-23,1,20000,20000
62e4e2341505f85c7c7ab0ca,-7,2,20000,40000
62ece6301505f8c1cf2cc0cc,-11,3,46333.33333,139000
62e548b51505f85c7c7b27e4,-21,1,20000,20000
62f346c71505f8c1cf2f4178,-11,2,20000,40000
62d906531505f8a5fb0e38ed,-32,1,20000,20000
62e27a171505f86c9bbe07ee,-25,1,20000,20000
62ea8ae51505f8c1cf2bbf54,-16,1,20000,20000
62ea42d11505f8c1cf2b9319,-17,1,20000,20000
62dfd4bb1505f82107f31f52,-5,1,20000,20000
62e1619e1505f86c9bbd338e,-25,1,20000,20000
62e8abb01505f8c1cf2ac8aa,-20,1,49500,49500
62f25a741505f8c1cf2eeac1,-12,1,99000,99000
62d8f9ff1505f84bf05527e9,-15,2,34750,69500
62d891351505f84bf054f351,-5,9,20000,180000
62e3e8651505f86c9bbf37af,-23,1,49500,49500
62d8faf41505f84bf055285b,-16,3,46333.33333,139000
63002c721505f8fb5aa548ac,-2,3,138666.6667,416000
62d9616b1505f8a5fb0e8d00,-30,3,115500,346500
62d8d92b1505f84bf05517c9,-30,1,20000,20000
62e4908b1505f85c7c7a5d97,-23,1,20000,20000
62dfe2ae1505f82107f32b0e,-21,1,20000,20000
62e6201b1505f85c7c7bb379,-22,1,20000,20000
62dd75641505f82107f204ba,-24,1,20000,20000
62ddba341505f82107f20e3b,-25,1,20000,20000
62e50a341505f85c7c7ad690,-2,1,20000,20000
62da9e821505f8a5fb0f1990,-31,1,20000,20000
62e8a7ad1505f8c1cf2ac592,-20,1,20000,20000
62e10b951505f86c9bbccaae,-26,1,49500,49500
62e943fc1505f8c1cf2b3539,-12,1,20000,20000
62d8481e1505f84bf054ebbc,-32,1,20000,20000
62e0b6861505f86c9bbc88fe,-26,1,20000,20000
62ecd16f1505f8c1cf2cb728,-17,2,20000,40000
62e60d781505f85c7c7b9ca9,-22,1,20000,20000
62d8acad1505f84bf054ff8a,-5,3,99000,297000
62e1f0081505f86c9bbd6dcb,-8,3,39666.66667,119000
62e23ebe1505f86c9bbdc6f0,-25,1,20000,20000
62e113591505f86c9bbcd1eb,-26,1,20000,20000
62ec91ad1505f8c1cf2c9628,-16,1,20000,20000
62e47b451505f85c7c7a4d26,-23,1,99000,99000
62e86ab71505f8c1cf2aa02d,-13,2,20000,40000
62e1cc521505f86c9bbd5292,-18,10,35800,358000
62dd7e031505f82107f2071f,-19,1,99000,99000
62e122da1505f86c9bbce314,-18,1,20000,20000
62e1da6f1505f86c9bbd5b36,-25,1,20000,20000
62e3dc931505f86c9bbf2899,-20,1,20000,20000
62daebd81505f82107f0cfdc,-15,5,57500,287500
62e7b9e51505f8c1cf2a56cd,-12,1,20000,20000
62da03431505f8a5fb0ebec9,-15,1,20000,20000
62fa67421505f8cc71ca7eba,-1,1,495000,495000
62e0c8731505f86c9bbc9784,-18,1,20000,20000
62d92a7a1505f8a5fb0e5c2c,-27,1,20000,20000
62f731bb1505f8cc71c96fe0,-9,1,20000,20000
62e3c7531505f86c9bbf1027,-16,1,20000,20000
62dbbbad1505f82107f11c66,-10,3,20000,60000
62d811981505f84bf054dd7a,-4,6,46333.33333,278000
62e6a2b71505f85c7c7c34da,-21,1,99000,99000
62da39491505f8a5fb0ede99,-31,1,20000,20000
62ed76521505f8c1cf2cf97b,-1,9,187000,1683000
62dbe6f91505f82107f1367b,-8,2,59500,119000
62f51f571505f8c1cf300ea0,-9,1,49500,49500
62e371d61505f86c9bbec2a0,-4,1,20000,20000
62dc0f5c1505f82107f15460,-30,1,20000,20000
62dbe3941505f82107f1341e,-30,1,20000,20000
62f09bc91505f8c1cf2e3ccc,-14,1,20000,20000
62f098d81505f8c1cf2e3b38,-14,1,20000,20000
62d8aab21505f84bf054fe59,-32,1,20000,20000
62e0a2ae1505f86c9bbc78aa,-26,1,20000,20000
62d81d841505f84bf054e217,-32,1,20000,20000
62e2b8b61505f86c9bbe5588,-24,7,111785.7143,782500
62e8a1161505f8c1cf2ac098,-19,1,20000,20000
62e15aff1505f86c9bbd2d29,-26,1,20000,20000
62f5dc771505f8cc71c90555,-10,1,20000,20000
62d823cb1505f84bf054e448,-7,1,20000,20000
62e815041505f8c1cf2a939a,-20,1,20000,20000
62e63b0e1505f85c7c7bcf12,-20,2,59500,119000
62f8457f1505f8cc71c9c560,-8,1,99000,99000
62db33b11505f82107f0d71a,-17,2,20000,40000
62edc8ac1505f8c1cf2d0850,-16,1,20000,20000
62f23e791505f8c1cf2ed98c,-13,2,20000,40000
62dd0a651505f82107f1c267,-24,1,20000,20000
62f3c65f1505f8c1cf2f8283,-12,2,20000,40000
62d907ec1505f8a5fb0e3bd8,-31,1,20000,20000
62db83881505f82107f0ffe8,-11,1,99000,99000
62f3a7c11505f8c1cf2f7477,-11,2,34750,69500
62d9344a1505f8a5fb0e64c5,-29,1,20000,20000
62e6760e1505f85c7c7bfdf1,-22,1,20000,20000
62e618cf1505f85c7c7baa97,-9,3,46333.33333,139000
62e285f91505f86c9bbe17e6,-25,1,20000,20000
62ea1a601505f8c1cf2b7df0,-19,1,20000,20000
62e0c9351505f86c9bbc983e,-24,1,20000,20000
62de91a51505f82107f27a46,-24,14,22107.14286,309500
62d92e071505f8a5fb0e5f6e,-6,5,112900,564500
62d92a8f1505f8a5fb0e5c42,-9,2,59500,119000
62dc3e2f1505f82107f16830,-29,1,20000,20000
62e40bc71505f86c9bbf57e7,-22,1,20000,20000
62d92e661505f8a5fb0e5fbd,-31,1,20000,20000
62d91bd71505f8a5fb0e504c,-32,1,20000,20000
62d909d11505f8a5fb0e3ef9,-26,1,99000,99000
62ea46831505f8c1cf2b94da,-18,1,20000,20000
62d814501505f84bf054deb9,-22,1,20000,20000
62e2b3041505f86c9bbe515c,-18,1,20000,20000
62e3418c1505f86c9bbe8ac2,-17,1,20000,20000
62eabce51505f8c1cf2bd530,-14,4,71875,287500
62da85ae1505f8a5fb0f084e,-23,1,20000,20000
62d8bd5e1505f84bf0550802,-30,1,20000,20000
62db77151505f82107f0f87c,-25,1,20000,20000
62d925c41505f8a5fb0e5812,-5,6,20000,120000
62dd0aed1505f82107f1c2be,-29,1,20000,20000
62deb7c91505f82107f297ad,-28,1,20000,20000
62db20661505f82107f0d406,-28,1,20000,20000
62dbd3881505f82107f129dd,-26,2,20000,40000
62ebea491505f8c1cf2c6e35,-16,2,20000,40000
62d8bc721505f84bf0550797,-32,1,20000,20000
62db51021505f82107f0e240,-2,5,47600,238000
62dbd74e1505f82107f12c12,-5,1,20000,20000
62e48c921505f85c7c7a59ea,-22,1,20000,20000
62db51261505f82107f0e24e,-13,15,198000,2970000
62d8199c1505f84bf054e0ae,-31,1,20000,20000
62e379111505f86c9bbeca7a,-17,1,20000,20000
62db4d2b1505f82107f0e029,-29,5,51600,258000
62f768bb1505f8cc71c98582,-7,1,20000,20000
62e2551b1505f86c9bbddecf,-25,1,20000,20000
62e4d41c1505f85c7c7aa2d8,-11,5,25900,129500
62d8d00b1505f84bf055129c,-1,1,20000,20000
62d9e00d1505f8a5fb0eaf1a,-31,1,20000,20000
62fe93c11505f8fb5aa4f436,-3,1,20000,20000
62fcf29e1505f8fb5aa4a8ee,-5,1,20000,20000
62e0d4ec1505f86c9bbca1b0,-26,1,20000,20000
62e541d81505f85c7c7b1f74,-15,1,49500,49500
62f273c21505f8c1cf2efc80,-2,2,34750,69500
62f27bc91505f8c1cf2f00f9,-7,1,20000,20000
62e7b9031505f8c1cf2a562d,-12,5,25900,129500
62d839191505f84bf054e933,-7,7,46785.71429,327500
62dab6441505f8a5fb0f2835,-13,1,99000,99000
62e15d9c1505f86c9bbd2fe8,-18,2,20000,40000
62e2c0221505f86c9bbe59d8,-24,1,20000,20000
62f4f6e61505f8c1cf2ff7f7,-4,1,20000,20000
62efb49a1505f8c1cf2de664,-15,1,20000,20000
62d91f521505f8a5fb0e5313,-17,7,124571.4286,872000
62e604d81505f85c7c7b924b,-3,4,20000,80000
62e119371505f86c9bbcd7ba,-13,4,59500,238000
62f7a4661505f8cc71c99d1b,-5,1,20000,20000
62e94e1e1505f8c1cf2b39fe,-20,1,20000,20000
62db85bb1505f82107f10128,-30,1,495000,495000
62dad1c81505f8a5fb0f3446,-9,4,34750,139000
62eebdc21505f8c1cf2d7b9e,-13,1,20000,20000
62ffae231505f8fb5aa53444,-3,1,20000,20000
62dba0e31505f82107f10dd4,-23,1,20000,20000
62e4e4661505f85c7c7ab2fa,-17,3,79333.33333,238000
62de8c5e1505f82107f27621,-28,1,20000,20000
62d8fa5e1505f84bf0552814,-9,7,58071.42857,406500
62de9b651505f82107f281cf,-23,3,29833.33333,89500
62f208731505f8c1cf2ebd3f,-13,1,20000,20000
62dd56b41505f82107f1f52b,-29,1,20000,20000
62da121e1505f8a5fb0ec73b,-31,1,20000,20000
62e1bd5e1505f86c9bbd4d4c,-23,1,20000,20000
62e0ced51505f86c9bbc9cd1,-25,1,20000,20000
62dd23ac1505f82107f1d2bb,-5,9,224444.4444,2020000
62de98111505f82107f27f20,-16,1,20000,20000
62d8bc7d1505f84bf055079c,-31,1,20000,20000
62e5592d1505f85c7c7b362a,-22,1,20000,20000
62d8e49f1505f84bf0551e6b,-12,16,29875,478000
62d8c1c31505f84bf0550a66,-18,3,39666.66667,119000
62e2f51a1505f86c9bbe6605,-18,1,20000,20000
62d9aad71505f8a5fb0ea927,-30,2,99000,198000
62d94b991505f8a5fb0e784f,-31,1,20000,20000
62ea98e21505f8c1cf2bc687,-18,5,87200,436000
62eda5101505f8c1cf2cfd10,-7,1,20000,20000
62e2deff1505f86c9bbe631d,-22,1,20000,20000
62d8b8cc1505f84bf05505cd,-32,1,20000,20000
62e417901505f85c7c7a3786,-16,2,59500,119000
62e553771505f85c7c7b3205,-15,3,20000,60000
62ecbf4f1505f8c1cf2cae9c,-16,1,20000,20000
62d952331505f8a5fb0e7ea5,-7,2,20000,40000
62d94a581505f8a5fb0e773d,-24,1,20000,20000
62edd1881505f8c1cf2d0c9c,-15,1,20000,20000
62e914ee1505f8c1cf2b10b5,-15,2,123750,247500
62d9cf451505f8a5fb0eac02,-18,3,82500,247500
62e324571505f86c9bbe732a,-23,1,20000,20000
62da846e1505f8a5fb0f07a0,-22,1,20000,20000
62ea36941505f8c1cf2b8cb4,-11,1,49500,49500
62e9f5281505f8c1cf2b6807,-3,12,257416.6667,3089000
62f10cfa1505f8c1cf2e6bdd,-10,4,27375,109500
62ee74051505f8c1cf2d6259,-16,1,20000,20000
62d888111505f84bf054f0aa,-32,1,20000,20000
62d905591505f8a5fb0e3722,-29,1,20000,20000
62d8c85f1505f84bf0550e31,-30,1,20000,20000
62dcc5da1505f82107f19653,-28,1,20000,20000
62daca901505f8a5fb0f31c2,-2,6,20000,120000
62df73921505f82107f2d59c,-25,1,20000,20000
62f502a11505f8c1cf2ffeb0,-10,1,49500,49500
62d906901505f8a5fb0e394c,-24,1,20000,20000
62dbe9921505f82107f13874,-28,1,20000,20000
62e3bf9e1505f86c9bbf089b,-24,1,20000,20000
62e387a31505f86c9bbed84c,-23,1,49500,49500
62e5c1321505f85c7c7b4f66,-15,1,20000,20000
62e2406d1505f86c9bbdc8af,-17,1,20000,20000
62e001bc1505f82107f34a31,-27,1,20000,20000
62de9d5a1505f82107f28381,-28,1,20000,20000
62d8fff81505f84bf0552ab8,-32,1,20000,20000
62d929371505f8a5fb0e5aeb,-30,1,20000,20000
62dde5a21505f82107f21611,-27,1,20000,20000
62d90fef1505f8a5fb0e45b7,-31,1,20000,20000
62d9022d1505f8a5fb0e35b2,-14,5,51600,258000
62ea85581505f8c1cf2bbbe1,-19,1,20000,20000
62e12e071505f86c9bbcf115,-17,2,20000,40000
62e134b41505f86c9bbcfa2d,-26,1,20000,20000
62e609441505f85c7c7b97a5,-10,4,34750,139000
62e449751505f85c7c7a3f82,-23,1,20000,20000
62db61591505f82107f0eae1,-30,1,20000,20000
62e1811b1505f86c9bbd4482,-18,4,27375,109500
62e417731505f85c7c7a3779,-23,1,20000,20000
62df90f51505f82107f2ecf1,-25,1,20000,20000
62d8db6c1505f84bf055192c,-10,5,126800,634000
62dc96921505f82107f17744,-17,2,74250,148500
62e2909e1505f86c9bbe2725,-15,1,20000,20000
62e3f48e1505f86c9bbf45ce,-24,1,20000,20000
62dce7751505f82107f1ac85,-29,1,20000,20000
62e26b5c1505f86c9bbdf68d,-3,1,20000,20000
62e3febd1505f86c9bbf4f7e,-8,2,59500,119000
62dbf6881505f82107f14216,-4,7,20000,140000
62efdac21505f8c1cf2dfcb4,-12,1,20000,20000
62e66f9f1505f85c7c7bf4ea,-22,1,20000,20000
62d97cbf1505f8a5fb0e9e5f,-24,9,32055.55556,288500
62f578001505f8cc71c8e60c,-10,1,20000,20000
62dbd2ff1505f82107f12986,-30,1,20000,20000
62e36f841505f86c9bbebff5,-20,2,20000,40000
62d91be21505f8a5fb0e5059,-23,1,20000,20000
62de6d431505f82107f262a1,-27,1,20000,20000
62e7b8b61505f8c1cf2a55ee,-12,4,34750,139000
62dbc9531505f82107f123b2,-30,1,20000,20000
62e801861505f8c1cf2a8e0d,-20,1,20000,20000
62e28b1a1505f86c9bbe1f40,-23,1,20000,20000
62e9564f1505f8c1cf2b3c94,-9,10,30850,308500
62db67a11505f82107f0ee93,-30,1,20000,20000
62e403a01505f86c9bbf532a,-8,2,59500,119000
62dba7271505f82107f1112f,-28,1,20000,20000
62d907031505f8a5fb0e39fd,-31,1,20000,20000
62d90ecb1505f8a5fb0e446f,-30,1,198000,198000
62d8dfc91505f84bf0551b8e,-1,7,79285.71429,555000
62e3c8981505f86c9bbf1189,-22,1,20000,20000
62daa39b1505f8a5fb0f1d38,-31,1,20000,20000
62e1324f1505f86c9bbcf6fb,-25,1,20000,20000
62dd5d531505f82107f1f967,-8,2,20000,40000
62dd1ce41505f82107f1ce53,-1,68,193926.4706,13187000
62d91fd31505f8a5fb0e5381,-31,1,20000,20000
62db44701505f82107f0dc81,-30,1,20000,20000
62efb0181505f8c1cf2de3e9,-12,1,20000,20000
62e5b93a1505f85c7c7b4bce,-13,4,116375,465500
62ee51a21505f8c1cf2d4db8,-15,4,136125,544500
62e1ff8a1505f86c9bbd7def,-25,1,20000,20000
62f504101505f8c1cf2fff99,-11,1,20000,20000
62df79061505f82107f2daa8,-25,1,20000,20000
62d990491505f8a5fb0ea46f,-1,9,32055.55556,288500
62dd915e1505f82107f20b17,-27,1,20000,20000
62d955ad1505f8a5fb0e8226,-2,4,79250,317000
62de2a0f1505f82107f23e47,-28,1,20000,20000
62f909871505f8cc71ca1b71,-8,1,20000,20000
62dfc1511505f82107f31064,-9,1,20000,20000
62ddfee11505f82107f222b3,-1,14,82142.85714,1150000
62e6032d1505f85c7c7b903e,-17,2,59500,119000
62f62ead1505f8cc71c925a0,-2,2,20000,40000
