account_id,date,total_number_of_orders,avg_person_money,total_money
62e179ac1505f86c9bbd421d,-3,2,20000,40000
62de28f81505f82107f23db0,-12,8,37250,298000
62d82ee71505f84bf054e706,-32,1,20000,20000
62e684e91505f85c7c7c13fe,-13,1,49500,49500
62dd7eed1505f82107f2076e,-23,1,20000,20000
62e048701505f87948c22c3d,-26,1,20000,20000
62dc892f1505f82107f171cd,-29,1,20000,20000
62dc03731505f82107f14b8d,-26,1,20000,20000
62eb3bec1505f8c1cf2c0ab7,-18,1,20000,20000
62e5ff0c1505f85c7c7b8b39,-22,1,20000,20000
62da90281505f8a5fb0f0f03,-31,1,20000,20000
62e242fc1505f86c9bbdcb7e,-22,7,144285.7143,1010000
62db8a191505f82107f10352,-22,1,20000,20000
62f683801505f8cc71c94929,-9,1,20000,20000
62da02721505f8a5fb0ebe5d,-26,1,20000,20000
62dfbc2c1505f82107f30c3c,-17,1,20000,20000
62d90ab21505f8a5fb0e4018,-29,1,20000,20000
62df34d21505f82107f2b069,-27,1,20000,20000
62de1a171505f82107f23409,-28,1,20000,20000
62e466ae1505f85c7c7a42fd,-13,2,59500,119000
62f3e1631505f8c1cf2f8da9,-11,1,20000,20000
62e60c511505f85c7c7b9b5f,-13,2,20000,40000
62edd56c1505f8c1cf2d0ea8,-14,1,20000,20000
62e51ecf1505f85c7c7aee96,-22,3,165000,495000
62dcad501505f82107f1847d,-12,3,20000,60000
62dd42e71505f82107f1e7dd,-14,1,20000,20000
62f37c121505f8c1cf2f5c13,-1,5,297000,1485000
62db942e1505f82107f1080b,-14,3,178333.3333,535000
62f3453c1505f8c1cf2f40c7,-7,1,20000,20000
62d9175e1505f8a5fb0e4c8c,-10,3,20000,60000
62de1da31505f82107f2364f,-26,1,20000,20000
62d8f2cb1505f84bf0552468,-31,1,20000,20000
62e607f11505f85c7c7b9628,-21,1,20000,20000
62e915061505f8c1cf2b10d1,-15,1,20000,20000
62e3c12b1505f86c9bbf0a16,-15,1,20000,20000
62ee59dc1505f8c1cf2d5218,-14,4,148500,594000
62d908621505f8a5fb0e3cb5,-17,2,20000,40000
62da6c011505f8a5fb0ef9b1,-25,4,66875,267500
62ea77421505f8c1cf2bb1d0,-6,1,20000,20000
62dfc3041505f82107f311a3,-27,1,20000,20000
62e0bcd11505f86c9bbc8e03,-18,8,81750,654000
62d907931505f8a5fb0e3ae1,-31,1,20000,20000
62ef28ae1505f8c1cf2d96ca,-15,1,20000,20000
62dd2b491505f82107f1d7dd,-23,1,20000,20000
62e0938d1505f87948c23f63,-18,1,20000,20000
62e1772d1505f86c9bbd412a,-25,1,20000,20000
62fa04ed1505f8cc71ca5a36,-7,1,20000,20000
62d937391505f8a5fb0e66f7,-21,1,20000,20000
62df36731505f82107f2b0fa,-27,1,20000,20000
62f02ac11505f8c1cf2e13c6,-8,4,20000,80000
62f84cb91505f8cc71c9c7bb,-8,2,109000,218000
62d89f061505f84bf054f8f4,-8,3,20000,60000
62f785a31505f8cc71c98ffa,-9,1,20000,20000
62ef74eb1505f8c1cf2dc2e6,-15,1,20000,20000
62e0d2c61505f86c9bbc9fef,-15,1,20000,20000
62e9f86d1505f8c1cf2b69d6,-18,1,20000,20000
62dbb8e11505f82107f11af8,-30,1,20000,20000
62e28b531505f86c9bbe1fa2,-4,1,20000,20000
62dac3b81505f8a5fb0f2e9e,-4,4,104000,416000
62f901971505f8cc71ca17e2,-8,1,20000,20000
62d81d531505f84bf054e20a,-31,1,20000,20000
62e633231505f85c7c7bc6ae,-22,1,20000,20000
62dff2111505f82107f33acc,-6,2,20000,40000
62e3c44d1505f86c9bbf0cfe,-24,1,20000,20000
62e29ec61505f86c9bbe3ba1,-25,1,20000,20000
62d8ef211505f84bf05522f4,-30,5,47600,238000
62da74b91505f8a5fb0efe51,-30,1,20000,20000
62de33f21505f82107f24406,-18,2,148500,297000
62e77ed11505f85c7c7caa1e,-17,1,20000,20000
62d93d861505f8a5fb0e6c40,-14,8,29875,239000
62ea12ed1505f8c1cf2b79fa,-18,3,46333.33333,139000
62dc82841505f82107f16fb0,-29,1,20000,20000
62e32d951505f86c9bbe796a,-23,1,20000,20000
62d80d8c1505f84bf054dbe9,-18,1,20000,20000
62d8ea721505f84bf055210f,-16,2,123750,247500
62dcd6571505f82107f1a19c,-2,9,248666.6667,2238000
62e8e89b1505f8c1cf2af22d,-17,2,20000,40000
62dc5a311505f82107f16b8c,-25,5,31800,159000
62d924d71505f8a5fb0e5756,-30,1,20000,20000
62d9dc7f1505f8a5fb0eae27,-31,1,20000,20000
62db792a1505f82107f0f9ca,-30,1,20000,20000
62e178771505f86c9bbd419f,-22,1,198000,198000
62de8ff61505f82107f278d7,-22,2,20000,40000
62e14ba41505f86c9bbd1b1f,-24,1,20000,20000
62de96c41505f82107f27e15,-5,18,114444.4444,2060000
62d9c3d01505f8a5fb0eab21,-23,1,20000,20000
62e6a55e1505f85c7c7c36e8,-15,2,20000,40000
62ee059a1505f8c1cf2d27cc,-16,1,20000,20000
62e116fe1505f86c9bbcd574,-18,6,29833.33333,179000
62e556e11505f85c7c7b348e,-23,1,20000,20000
62e4307f1505f85c7c7a3d14,-11,7,90571.42857,634000
62e552741505f85c7c7b3130,-22,1,20000,20000
62e6b3941505f85c7c7c3ea3,-21,1,20000,20000
62e0d19c1505f86c9bbc9f03,-26,1,20000,20000
62db59901505f82107f0e6aa,-29,1,20000,20000
62f620d71505f8cc71c92037,-3,5,47600,238000
62f9daf31505f8cc71ca4c48,-2,1,20000,20000
62e22ce81505f86c9bbdb4c9,-24,1,49500,49500
62e9527c1505f8c1cf2b3b72,-19,1,49500,49500
62d8d97d1505f84bf05517fe,-26,1,20000,20000
62de980f1505f82107f27f1c,-4,1,20000,20000
62e1e6ed1505f86c9bbd654a,-9,16,156000,2496000
62da70b61505f8a5fb0efc4b,-31,1,20000,20000
62e14b5a1505f86c9bbd1ab0,-25,1,20000,20000
62dbcd961505f82107f1264c,-30,1,20000,20000
62da97181505f8a5fb0f1426,-31,1,20000,20000
62ea5b131505f8c1cf2b9ff3,-15,1,20000,20000
62e0da7c1505f86c9bbca5f9,-2,3,39666.66667,119000
62d8b6691505f84bf055048a,-11,4,148500,594000
62e25e131505f86c9bbde859,-12,5,25900,129500
62fafe5d1505f824c3d146d0,-4,2,20000,40000
62e4080a1505f86c9bbf55fe,-23,1,20000,20000
62df70bc1505f82107f2d359,-12,1,99000,99000
62de22581505f82107f2395d,-28,1,20000,20000
62f26c961505f8c1cf2ef7d1,-2,1,20000,20000
62fd76b81505f8fb5aa4bde0,-4,1,20000,20000
62d924d41505f8a5fb0e5754,-31,1,49500,49500
62d907e31505f8a5fb0e3bc3,-6,15,162400,2436000
62e00e891505f82107f3552e,-1,10,70350,703500
62d854111505f84bf054ece0,-16,4,59500,238000
62d858531505f84bf054ed29,-26,1,20000,20000
62eba8401505f8c1cf2c47ac,-18,1,20000,20000
62de579d1505f82107f2568d,-28,1,20000,20000
62d907dd1505f8a5fb0e3bb4,-15,6,158500,951000
62e23bb11505f86c9bbdc3da,-1,3,29833.33333,89500
62f463251505f8c1cf2fa936,-11,1,20000,20000
62ece43f1505f8c1cf2cbfe4,-14,1,20000,20000
62fb74fb1505f824c3d16d3f,-2,2,148500,297000
62e2aecd1505f86c9bbe4dda,-4,7,452571.4286,3168000
62e770e51505f85c7c7c9fc3,-4,6,24916.66667,149500
62d957ef1505f8a5fb0e8471,-3,10,234650,2346500
62e6da601505f85c7c7c4795,-21,1,20000,20000
62e20f321505f86c9bbd90ae,-13,2,20000,40000
62de25871505f82107f23b96,-9,1,20000,20000
62e1ef741505f86c9bbd6d37,-8,1,20000,20000
62f3deb01505f8c1cf2f8cf6,-11,1,20000,20000
62d905ec1505f8a5fb0e3826,-5,3,46333.33333,139000
62d8f96d1505f84bf055279c,-14,1,99000,99000
62d9f85d1505f8a5fb0eb8f6,-17,8,448000,3584000
62d8f6f61505f84bf0552665,-1,2,34750,69500
62e171131505f86c9bbd3e78,-17,2,74250,148500
62d96fe81505f8a5fb0e9835,-27,1,20000,20000
62deb6fc1505f82107f2972c,-28,1,20000,20000
62de59be1505f82107f2579f,-16,2,20000,40000
62da02301505f8a5fb0ebe39,-31,1,20000,20000
62e4002d1505f86c9bbf50c2,-10,1,20000,20000
62dbfd311505f82107f146ff,-30,1,20000,20000
62d8559e1505f84bf054ed00,-28,1,20000,20000
62e024381505f87948c2260e,-26,1,20000,20000
62e944051505f8c1cf2b3540,-2,8,49625,397000
62e7b7ad1505f8c1cf2a54fc,-20,1,20000,20000
62d940a21505f8a5fb0e6ed6,-32,1,20000,20000
62de032e1505f82107f2255d,-21,1,20000,20000
62dc2c711505f82107f16326,-9,9,47388.88889,426500
62e7ee021505f8c1cf2a83b3,-17,2,20000,40000
62d841501505f84bf054eac6,-4,13,52653.84615,684500
62f5c0261505f8cc71c8f8a2,-5,17,125264.7059,2129500
62d8a3cf1505f84bf054fb31,-32,1,20000,20000
62da70bf1505f8a5fb0efc51,-13,4,71875,287500
62f8e40e1505f8cc71ca09a6,-8,1,20000,20000
62e7cdaf1505f8c1cf2a67bb,-20,1,20000,20000
62d905981505f8a5fb0e3781,-29,1,20000,20000
62dbd9d21505f82107f12d93,-29,2,59500,119000
62dd556f1505f82107f1f467,-29,1,20000,20000
62ded9f51505f82107f2a3ac,-27,1,20000,20000
62da91e21505f8a5fb0f102f,-27,11,29863.63636,328500
62d852d41505f84bf054ecc4,-18,4,111375,445500
62d920991505f8a5fb0e5415,-11,1,495000,495000
62e22fba1505f86c9bbdb7b0,-24,4,34750,139000
62da10fa1505f8a5fb0ec6ac,-13,1,20000,20000
62da71c01505f8a5fb0efce3,-31,1,20000,20000
62db6a501505f82107f0f01e,-29,1,20000,20000
62e34db71505f86c9bbe97bb,-23,1,20000,20000
62d949af1505f8a5fb0e76ab,-29,1,20000,20000
62d8f5021505f84bf0552579,-32,1,49500,49500
62dbc4aa1505f82107f12118,-30,1,20000,20000
62dba6ce1505f82107f110f8,-28,1,20000,20000
62d825211505f84bf054e4aa,-5,12,80125,961500
62e768871505f85c7c7c98cf,-21,1,20000,20000
62d8b64f1505f84bf055047e,-28,1,20000,20000
62e46fa11505f85c7c7a466d,-23,1,20000,20000
62e14cd21505f86c9bbd1cc9,-14,5,142600,713000
62da13af1505f8a5fb0ec835,-14,1,20000,20000
62d968cf1505f8a5fb0e930a,-31,1,20000,20000
62f3b2321505f8c1cf2f7bcc,-12,1,20000,20000
62dc16ee1505f82107f15982,-29,1,20000,20000
62eb56461505f8c1cf2c1ab9,-18,1,495000,495000
62da96071505f8a5fb0f1351,-23,1,20000,20000
62fa95d01505f8cc71ca83e5,-4,1,20000,20000
62db67a61505f82107f0ee96,-29,2,59500,119000
62d95d1b1505f8a5fb0e893e,-5,4,39750,159000
62f1dbef1505f8c1cf2ea587,-12,1,20000,20000
62e88d581505f8c1cf2ab225,-20,1,20000,20000
62d90b101505f8a5fb0e408c,-22,1,20000,20000
62dba9541505f82107f11254,-25,1,20000,20000
62d945d61505f8a5fb0e734c,-2,1,20000,20000
62e1fda11505f86c9bbd7bc3,-25,1,20000,20000
62db79d41505f82107f0fa28,-29,1,20000,20000
62e900351505f8c1cf2b01ce,-8,1,20000,20000
62df80831505f82107f2e0ea,-27,2,34750,69500
62d907ff1505f8a5fb0e3c06,-31,1,20000,20000
62fe413a1505f8fb5aa4e6ec,-4,1,20000,20000
62dc0f0b1505f82107f1541a,-20,1,20000,20000
62dff0251505f82107f338be,-26,1,20000,20000
62dfe3491505f82107f32baf,-26,1,20000,20000
62e4083b1505f86c9bbf5614,-24,1,20000,20000
62d827e71505f84bf054e560,-17,3,39666.66667,119000
62e78ea31505f85c7c7cb557,-1,1,20000,20000
62e32c221505f86c9bbe7867,-18,1,20000,20000
62d8d2fa1505f84bf055145e,-15,1,20000,20000
62ff8d291505f8fb5aa52828,-1,1,99000,99000
62e5d57e1505f85c7c7b5d27,-15,3,29833.33333,89500
62e11c441505f86c9bbcdb55,-26,1,20000,20000
62f202671505f8c1cf2eba10,-8,3,46333.33333,139000
62d8f2321505f84bf055242b,-20,1,20000,20000
62f3aa0e1505f8c1cf2f75e7,-12,1,20000,20000
62d8225d1505f84bf054e3c8,-5,1,20000,20000
62e9faf71505f8c1cf2b6b87,-7,2,20000,40000
62d928961505f8a5fb0e5a6f,-32,1,20000,20000
62e390221505f86c9bbee043,-24,1,20000,20000
62dc03c41505f82107f14bc0,-14,2,59500,119000
62e40ef41505f85c7c7a343d,-23,1,20000,20000
62dbb4721505f82107f11893,-20,17,129352.9412,2199000
62d9284c1505f8a5fb0e5a29,-9,3,29833.33333,89500
62f22fee1505f8c1cf2ed24d,-13,1,20000,20000
62d999c61505f8a5fb0ea6be,-30,1,20000,20000
62d93bfe1505f8a5fb0e6aeb,-32,1,20000,20000
62daa62c1505f8a5fb0f1ed6,-5,10,39700,397000
62e5fba41505f85c7c7b86b1,-6,3,66000,198000
62e5b5841505f85c7c7b4abe,-9,6,24916.66667,149500
62d8f2441505f84bf0552435,-31,1,20000,20000
62debd661505f82107f29a9a,-28,1,20000,20000
62f6458d1505f8cc71c92ef8,-7,1,20000,20000
62e024201505f87948c22602,-25,1,20000,20000
62d8356c1505f84bf054e840,-30,1,20000,20000
62f32cfc1505f8c1cf2f32ba,-7,2,20000,40000
62dc1c331505f82107f15cbd,-29,1,20000,20000
62e9467b1505f8c1cf2b3694,-11,1,20000,20000
62e577491505f85c7c7b423f,-22,1,20000,20000
62d8af1a1505f84bf05500d1,-9,8,228937.5,1831500
62e8d4301505f8c1cf2ae52f,-2,1,99000,99000
62e01b8f1505f87948c2229b,-26,1,20000,20000
62d927ed1505f8a5fb0e59d3,-31,1,20000,20000
62e9ec2f1505f8c1cf2b6267,-10,5,87200,436000
62e1e1b01505f86c9bbd60e3,-25,1,20000,20000
62e1004e1505f86c9bbcc132,-25,1,20000,20000
62e29d731505f86c9bbe39d5,-24,1,20000,20000
62e601e61505f85c7c7b8ead,-19,1,20000,20000
62e3f0be1505f86c9bbf4173,-24,1,20000,20000
62d906541505f8a5fb0e38f1,-25,2,99000,198000
62dd92281505f82107f20b3c,-27,1,20000,20000
62e7a11f1505f8c1cf2a44a4,-19,1,20000,20000
62dfe5831505f82107f32db9,-26,1,20000,20000
6300f2041505f8fb5aa59608,-1,1,20000,20000
62ed5a811505f8c1cf2cf5b7,-4,1,99000,99000
62d990f01505f8a5fb0ea4a8,-31,1,20000,20000
62fd2a191505f8fb5aa4b755,-4,1,20000,20000
62df9d641505f82107f2f647,-4,9,46333.33333,417000
62d90dd11505f8a5fb0e4380,-24,5,20000,100000
62edb7e31505f8c1cf2d0177,-16,1,20000,20000
62e681301505f85c7c7c0e78,-19,1,20000,20000
62f8cc431505f8cc71ca0065,-7,1,20000,20000
62d8f5481505f84bf055258d,-28,10,67400,674000
62ee04b11505f8c1cf2d2760,-14,2,198000,396000
62f0e1421505f8c1cf2e5c8f,-14,1,20000,20000
62d9875d1505f8a5fb0ea192,-29,1,49500,49500
62e8b6321505f8c1cf2ad0dc,-20,1,20000,20000
62d95fb11505f8a5fb0e8b67,-31,1,20000,20000
62fcfd7a1505f8fb5aa4ad7d,-3,1,20000,20000
62da4d341505f8a5fb0ee93c,-31,1,20000,20000
62ecbe101505f8c1cf2cadfe,-14,1,20000,20000
62d833231505f84bf054e7c0,-10,6,79333.33333,476000
62e2822d1505f86c9bbe1278,-20,1,20000,20000
62fe67231505f8fb5aa4ef79,-3,1,20000,20000
62f138071505f8c1cf2e7ca7,-4,1,20000,20000
62de82481505f82107f26eff,-28,1,20000,20000
62d98cb21505f8a5fb0ea359,-31,1,20000,20000
62dd32781505f82107f1dd23,-28,1,20000,20000
62dbec751505f82107f13acb,-29,1,20000,20000
62d9fa291505f8a5fb0eb9de,-16,2,59500,119000
62dd4ee31505f82107f1f043,-24,2,148500,297000
62f4c0ae1505f8c1cf2fdd64,-4,2,20000,40000
62ea8ad21505f8c1cf2bbf48,-9,1,20000,20000
62e179571505f86c9bbd41f8,-25,1,20000,20000
62dbd0111505f82107f127eb,-30,1,20000,20000
62dc39201505f82107f1670e,-29,1,20000,20000
62e637c41505f85c7c7bcb86,-13,1,20000,20000
62e002321505f82107f34aa5,-27,1,20000,20000
62eaa8a11505f8c1cf2bcb97,-11,2,20000,40000
62d905701505f8a5fb0e3741,-32,1,20000,20000
62eaa3261505f8c1cf2bca4c,-18,1,20000,20000
62e38d0b1505f86c9bbedd53,-8,1,20000,20000
62e5520f1505f85c7c7b30da,-22,2,49500,99000
62db7a121505f82107f0fa51,-5,1,20000,20000
62dbb8b01505f82107f11ada,-8,2,34750,69500
62e2096e1505f86c9bbd89df,-24,1,20000,20000
62db2d5b1505f82107f0d59e,-7,1,20000,20000
62e560d81505f85c7c7b3ab8,-22,1,20000,20000
62d8c9df1505f84bf0550f0f,-7,3,56166.66667,168500
62dbfde01505f82107f14784,-2,27,171240.7407,4623500
62e699a81505f85c7c7c2c95,-22,1,20000,20000
62e22de61505f86c9bbdb5cb,-25,1,20000,20000
62f90c2c1505f8cc71ca1c81,-8,1,20000,20000
62d995e11505f8a5fb0ea5e9,-18,1,20000,20000
62efe7841505f8c1cf2e0236,-9,1,20000,20000
62da406e1505f8a5fb0ee2c1,-31,1,20000,20000
62ef90041505f8c1cf2dd241,-13,1,20000,20000
62e22b0f1505f86c9bbdb2ef,-2,10,41700,417000
62df88f11505f82107f2e75f,-26,1,20000,20000
62d82e481505f84bf054e6e6,-27,2,34750,69500
62da57261505f8a5fb0eedee,-30,1,20000,20000
62dccae91505f82107f1999f,-28,1,20000,20000
62dc11381505f82107f155a7,-5,9,82611.11111,743500
62e491d41505f85c7c7a5ec8,-5,27,88777.77778,2397000
62ea2e691505f8c1cf2b883b,-17,2,34750,69500
62e6e3891505f85c7c7c4887,-21,1,20000,20000
62e00a951505f82107f351dc,-18,1,20000,20000
62daca4f1505f8a5fb0f31a7,-29,2,123750,247500
62dd2d261505f82107f1d943,-23,5,83200,416000
62d90a301505f8a5fb0e3f6e,-3,7,42571.42857,298000
62ec96871505f8c1cf2c98f2,-13,2,20000,40000
62eb3d081505f8c1cf2c0b81,-17,2,20000,40000
62e115791505f86c9bbcd3eb,-18,1,99000,99000
62fa25e01505f8cc71ca6470,-3,1,20000,20000
62d8a93f1505f84bf054fd89,-14,1,20000,20000
62d92c071505f8a5fb0e5da4,-30,1,20000,20000
62df8a8b1505f82107f2e874,-27,1,20000,20000
62d88feb1505f84bf054f2d2,-32,1,20000,20000
62e921b51505f8c1cf2b1af7,-18,2,59500,119000
62d95c9b1505f8a5fb0e88c6,-26,1,198000,198000
62e2cb601505f86c9bbe5e50,-4,4,27375,109500
62dd69571505f82107f1fff2,-29,1,20000,20000
62d9bc051505f8a5fb0eaa8a,-9,5,35800,179000
62d8c11a1505f84bf05509ff,-26,1,20000,20000
62e3b5791505f86c9bbeffe4,-22,1,20000,20000
62f1c9701505f8c1cf2e9c77,-4,3,20000,60000
62df2e9a1505f82107f2ae0a,-27,1,20000,20000
62d95ce71505f8a5fb0e890e,-13,1,20000,20000
62e3c8d41505f86c9bbf11c6,-24,1,20000,20000
62fdff351505f8fb5aa4d8fb,-3,1,20000,20000
62e95cee1505f8c1cf2b3e0a,-1,4,84250,337000
62de85d31505f82107f2719b,-5,11,105318.1818,1158500
62e5c3b51505f85c7c7b50df,-13,1,49500,49500
62db54121505f82107f0e3d1,-17,1,20000,20000
62f841cb1505f8cc71c9c462,-4,1,20000,20000
62d90cda1505f8a5fb0e4294,-13,5,132700,663500
62dbc31b1505f82107f1203d,-18,1,20000,20000
62da15cc1505f8a5fb0ec963,-31,1,20000,20000
62f10ea91505f8c1cf2e6cab,-11,2,20000,40000
62e005a41505f82107f34db2,-22,1,20000,20000
62e91fe21505f8c1cf2b1953,-14,2,20000,40000
62d988d01505f8a5fb0ea209,-14,8,82937.5,663500
62e37c471505f86c9bbecd98,-16,1,20000,20000
62de5a401505f82107f257e4,-6,1,20000,20000
62da0ad21505f8a5fb0ec2f8,-23,1,20000,20000
62e6f2d11505f85c7c7c4a03,-21,1,20000,20000
62dd0b061505f82107f1c2c8,-17,2,109000,218000
62e7da5e1505f8c1cf2a73ad,-21,1,20000,20000
62d8393a1505f84bf054e93e,-31,1,20000,20000
62d8945b1505f84bf054f464,-31,1,20000,20000
62d8bf7c1505f84bf0550906,-12,11,69409.09091,763500
62e742ab1505f85c7c7c7604,-20,1,20000,20000
62dc35b01505f82107f16621,-27,1,20000,20000
62f50ae51505f8c1cf3003d9,-11,1,20000,20000
62daba1a1505f8a5fb0f2a34,-5,14,54464.28571,762500
62e600ba1505f85c7c7b8d38,-21,1,20000,20000
62d93c621505f8a5fb0e6b3a,-32,1,20000,20000
62fa9bfa1505f8cc71ca8424,-1,2,34750,69500
62e20d6e1505f86c9bbd8eb1,-15,1,20000,20000
62eb74c51505f8c1cf2c2c4f,-18,1,20000,20000
62e615a11505f85c7c7ba67f,-22,1,20000,20000
62e107e01505f86c9bbcc782,-18,2,20000,40000
62db2b951505f82107f0d54b,-30,1,20000,20000
62e7a9241505f8c1cf2a4a52,-1,16,450500,7208000
62e417ac1505f85c7c7a3793,-23,1,20000,20000
62de77951505f82107f26880,-20,1,20000,20000
62ea7c2e1505f8c1cf2bb56f,-16,1,20000,20000
62f4a76c1505f8c1cf2fcfc8,-10,3,20000,60000
62d8a7811505f84bf054fcbd,-31,1,20000,20000
62d8cce81505f84bf05510d1,-22,1,20000,20000
62d904a81505f8a5fb0e36ca,-31,1,20000,20000
62d8e8b61505f84bf0552058,-31,1,20000,20000
62e90a361505f8c1cf2b08e4,-13,1,20000,20000
62fc99101505f80c8080e58d,-3,1,20000,20000
62e633ce1505f85c7c7bc758,-8,1,20000,20000
62df25b41505f82107f2ab72,-15,2,123750,247500
62de34911505f82107f2445b,-28,1,198000,198000
62eaac021505f8c1cf2bccbb,-5,7,51000,357000
62f5ae001505f8cc71c8f13f,-5,2,20000,40000
62e9c4bc1505f8c1cf2b4e59,-19,1,20000,20000
62ff7fc51505f8fb5aa52287,-2,1,20000,20000
62dc8ce11505f82107f17339,-18,2,59500,119000
62eab03f1505f8c1cf2bced7,-18,1,49500,49500
62ebaeea1505f8c1cf2c4b52,-12,7,302714.2857,2119000
62df640f1505f82107f2ca56,-12,2,20000,40000
62e0e9f51505f86c9bbcb0b5,-11,5,91200,456000
62dec6111505f82107f29e23,-12,2,20000,40000
62d9fbb21505f8a5fb0ebab9,-25,1,20000,20000
62e5388f1505f85c7c7b12d5,-23,1,20000,20000
62f1e5d81505f8c1cf2eaaa4,-12,2,59500,119000
62d905dc1505f8a5fb0e37fd,-31,1,20000,20000
62dd20511505f82107f1d09e,-22,1,20000,20000
62d9be411505f8a5fb0eaab0,-31,1,20000,20000
62d906311505f8a5fb0e38a8,-31,1,49500,49500
62e0027d1505f82107f34ae7,-1,1,49500,49500
62d9484e1505f8a5fb0e7586,-32,1,20000,20000
62d9da891505f8a5fb0eada2,-31,1,20000,20000
62dfe7cf1505f82107f33020,-13,1,20000,20000
62ed25431505f8c1cf2ce2b6,-14,1,20000,20000
62d9299a1505f8a5fb0e5b4b,-32,1,20000,20000
62ec745e1505f8c1cf2c8700,-17,1,20000,20000
62ed9abe1505f8c1cf2cfbee,-16,1,20000,20000
62d822ce1505f84bf054e3f1,-18,3,20000,60000
62ebcd6a1505f8c1cf2c5ed9,-13,2,20000,40000
62d8ec041505f84bf05521ac,-30,1,20000,20000
62e01b261505f87948c2226e,-25,1,20000,20000
62eba45a1505f8c1cf2c45ac,-7,2,59500,119000
62fe550a1505f8fb5aa4ec11,-3,1,99000,99000
62e9720e1505f8c1cf2b41b4,-6,1,20000,20000
62d91c0f1505f8a5fb0e5081,-5,1,20000,20000
62d945ee1505f8a5fb0e736a,-32,1,20000,20000
62dae6931505f82107f0cf02,-2,3,79333.33333,238000
62f513c61505f8c1cf30090f,-5,6,85833.33333,515000
62e54b531505f85c7c7b2ab0,-3,21,189523.8095,3980000
62e356f31505f86c9bbea258,-15,4,346500,1386000
62e0c5261505f86c9bbc94e9,-5,37,24810.81081,918000
62dfbbd21505f82107f30bfb,-6,3,20000,60000
62da046b1505f8a5fb0ebf61,-31,1,20000,20000
62e21c471505f86c9bbda1ae,-16,3,138666.6667,416000
62ef5d9f1505f8c1cf2db581,-2,1,20000,20000
62ed12571505f8c1cf2cd74e,-16,1,20000,20000
62f113461505f8c1cf2e6e88,-13,1,20000,20000
62de82fe1505f82107f26f83,-27,1,20000,20000
62e354971505f86c9bbe9fa2,-23,2,109000,218000
62dacd831505f8a5fb0f32c9,-28,2,20000,40000
62fdcf131505f8fb5aa4cf73,-2,1,20000,20000
62d906941505f8a5fb0e3952,-3,1,20000,20000
62debe471505f82107f29af9,-28,1,20000,20000
62fa816a1505f8cc71ca82b9,-6,1,20000,20000
62dfeb7f1505f82107f333d9,-25,2,59500,119000
62f883281505f8cc71c9e0a6,-3,6,20000,120000
62d8be701505f84bf055088e,-13,1,20000,20000
62e6883d1505f85c7c7c1858,-16,6,176583.3333,1059500
62d8b2251505f84bf055026a,-24,1,20000,20000
62efed5e1505f8c1cf2e048a,-10,1,99000,99000
62dfd8431505f82107f32226,-27,1,20000,20000
62e82ae71505f8c1cf2a96de,-8,3,46333.33333,139000
62de5ddb1505f82107f25a0a,-28,1,20000,20000
62dfe0021505f82107f3288e,-25,1,20000,20000
62dd14fd1505f82107f1c947,-18,3,56166.66667,168500
62d8c7eb1505f84bf0550dfa,-10,16,123812.5,1981000
62eab8ab1505f8c1cf2bd338,-18,2,20000,40000
62dd5b201505f82107f1f818,-16,1,198000,198000
62dab4a51505f8a5fb0f2767,-31,1,20000,20000
62ea218f1505f8c1cf2b81c3,-19,1,20000,20000
62d93f5d1505f8a5fb0e6dbf,-30,1,20000,20000
62fb78441505f824c3d16e35,-6,1,20000,20000
62da77c71505f8a5fb0effdc,-31,1,20000,20000
62dff8281505f82107f3411e,-8,1,20000,20000
62d93fc21505f8a5fb0e6e1b,-3,2,34750,69500
62d946ad1505f8a5fb0e7403,-32,1,49500,49500
62f48c451505f8c1cf2fc0b1,-11,1,20000,20000
62d989961505f8a5fb0ea246,-31,3,105666.6667,317000
62e79e701505f8c1cf2a42b6,-6,1,20000,20000
62e617ed1505f85c7c7ba970,-15,1,20000,20000
62ea11241505f8c1cf2b7902,-16,3,46333.33333,139000
62e6874f1505f85c7c7c1734,-15,2,20000,40000
62f8d7e81505f8cc71ca04c3,-7,1,20000,20000
62d841aa1505f84bf054ead5,-23,1,49500,49500
62d9a5c41505f8a5fb0ea89c,-31,1,20000,20000
62e2abd51505f86c9bbe4af4,-1,11,49590.90909,545500
62e935321505f8c1cf2b2b80,-20,1,20000,20000
62dd1b3c1505f82107f1cd40,-1,15,41066.66667,616000
62dc0c2e1505f82107f151f8,-28,1,20000,20000
62dcdf331505f82107f1a766,-29,1,20000,20000
62e585891505f85c7c7b44d3,-15,1,20000,20000
62e383911505f86c9bbed455,-24,1,20000,20000
62f500441505f8c1cf2ffd5d,-10,1,20000,20000
62d879381505f84bf054eecd,-32,1,20000,20000
62d8f6fd1505f84bf055266a,-32,1,20000,20000
62f8d83c1505f8cc71ca04e4,-8,1,20000,20000
62d80ec01505f84bf054dc63,-29,1,20000,20000
62dc1b4e1505f82107f15c3c,-15,6,64416.66667,386500
62d8d4471505f84bf0551521,-31,2,20000,40000
62db61101505f82107f0eab7,-12,1,20000,20000
62f1bd3d1505f8c1cf2e9743,-13,1,20000,20000
62de56ec1505f82107f25623,-28,1,20000,20000
62ed79971505f8c1cf2cf9d3,-9,1,20000,20000
62e105761505f86c9bbcc595,-26,1,20000,20000
62debfc21505f82107f29b8c,-27,1,20000,20000
